id,date,value,f500,seg,f125,lMin,f1000,f8000,f4000,soundExpLVL,ram,lPeak,hora,f63,memo,timeStamp,f31,f2000,lMax,min,global,cpu,temp,f250
"XGcPqKAIlULgQpRrRr19","2021-08-31T11:53:00.000Z",71.85,64.19,46,56.63,56.85,65.9,51.7,63.22,73.93,80.6,90.64,8,51.47,19.42,1630410780,42.48,66.34,76.66,52,71.85,7.4,52.62,62.12
"sesxJkfZMp2W56D3dB83","2021-08-31T11:51:01.000Z",71.21,63.29,47,56.12,56.56,65.34,52.36,63.33,73.29,80.5,86.36,8,50.59,19.52,1630410661,44.41,65.64,72.87,50,71.21,7,52.62,60.53
"Q3m5IJGHsDP9Zs5Z34qH","2021-08-31T11:49:00.000Z",71.85,63.97,47,54.8,58.47,65.98,53.52,64.18,73.93,80.6,88.39,8,49.77,19.35,1630410540,43.82,66.51,74.23,48,71.85,7.2,52.62,60.44
"CMugEeJug5EpY7EAJWJz","2021-08-31T11:47:00.000Z",70.17,62.66,46,53.65,54.83,64.41,51.32,61.72,72.25,80.6,88.39,8,47.07,19.43,1630410420,40.44,64.76,74.23,46,70.17,7.5,52.62,59.44
"Pidsm8BjGFm6cB71Axbb","2021-08-31T11:45:00.000Z",71.64,64.93,46,56.63,57.8,65.67,50.94,61.84,73.72,80.6,90.14,8,48.88,19.45,1630410300,41.49,65.33,75.74,44,71.64,7.2,52.62,63.37
"9kLdh87Zk0yPXpiwYu3L","2021-08-31T11:43:00.000Z",72.3,65.25,46,56.62,59.41,66.67,51.4,63.08,74.38,80.5,90.14,8,49.17,19.48,1630410180,42.16,66.03,75.74,42,72.3,7.3,52.62,63.52
"QoyEduH06Vk1s5CuaRbI","2021-08-31T11:41:01.000Z",70.46,62.65,47,53.39,59.14,65.15,50.75,62.39,72.54,80.6,86.62,8,47.44,19.44,1630410061,42.01,64.73,73.65,40,70.46,7.1,52.08,59.57
"ZWDx7F3BfSwhe0aJsVT2","2021-08-31T11:39:01.000Z",72.48,65.09,47,57.05,54.71,65.78,55.43,64.67,74.56,80.5,100.64,8,48.5,19.49,1630409941,42.7,66.26,80.39,38,72.48,6.8,52.08,64.12
"QR5bRcjfoauKmEDt0SEU","2021-08-31T11:37:01.000Z",73.54,66.32,47,57.23,58.96,66.91,56.13,65.79,75.62,80.5,101.8,8,48.76,19.47,1630409821,43.93,67.6,82.19,36,73.54,6.8,51.54,64.52
"MnDueLoftos32AFRriSF","2021-08-31T11:35:00.000Z",72.09,64.7,46,54.54,58.31,66.3,52.33,63.75,74.17,80.5,101.8,8,48.71,19.51,1630409700,43.43,66.66,82.19,34,72.09,7.1,52.08,61.51
"18XnJ7xV08EQYdgfepuR","2021-08-31T11:33:00.000Z",71.42,62.95,46,55.02,60.12,65.15,51.27,64.38,73.5,80.5,93.61,8,48.82,19.48,1630409580,42.76,66.06,75.88,32,71.42,7.2,51.54,61.11
"NSc7adRiVxlzKzcqXO7m","2021-08-31T11:31:00.000Z",73.27,66.15,46,57.66,58.27,66.62,53.15,65.49,75.35,80.6,95.31,8,52.65,19.42,1630409460,43.73,67.21,79.88,30,73.27,7.1,52.08,64.38
"YPh6rT2M5F3mcnxKN51q","2021-08-31T11:29:00.000Z",72.67,65.88,46,56.99,61.79,66.58,52.47,63.74,74.75,80.5,95.31,8,52.53,19.5,1630409340,43.17,66.34,79.88,28,72.67,7,52.08,64.04
"lTqfwzNwH9YTX4hgsxzV","2021-08-31T11:27:00.000Z",70.42,62.48,46,54.51,52.82,64.65,50.85,62.05,72.5,80.6,88.64,8,48.15,19.44,1630409220,42.28,64.94,73.36,26,70.42,7.2,52.08,60.45
"bazECJpohBdeFdqN0Cp8","2021-08-31T11:25:00.000Z",70.96,63.04,46,54.83,58.6,65.17,52.07,62.41,73.04,80.5,88.48,8,48.95,19.46,1630409100,41.92,65.59,73.36,24,70.96,7.3,52.08,60.98
"72VLUtEuXOx1ANBa3kHG","2021-08-31T11:23:01.000Z",71.11,62.94,47,54.18,58.3,65.36,53.16,63.11,73.19,80.5,89.64,8,48.94,19.48,1630408981,42.37,65.88,75.63,22,71.11,7.5,52.08,60.07
"nm41zdhoBJ6NrD4Spq8e","2021-08-31T11:21:00.000Z",71.73,63.67,47,55.23,58.84,65.61,53.44,64.12,73.8,80.5,90.18,8,48.77,19.5,1630408860,44.3,66.5,75.63,20,71.73,7.2,51.54,60.82
"4vb6Hp2JxDiZwVhLNSYN","2021-08-31T11:19:00.000Z",74.3,66.64,46,56.41,60.41,67.58,55.68,66.72,76.38,80.6,96.5,8,51.19,19.44,1630408740,45.85,69.04,79.09,18,74.3,7.8,51.54,64.64
"ptWs8Sm9GOaz9mAtTkLD","2021-08-31T11:17:00.000Z",75.84,67.49,46,58.89,62.03,68.16,57.27,70.09,77.92,80.5,98.8,8,52.51,19.45,1630408620,45.13,70.07,85.12,16,75.84,7.5,52.08,66.39
"dwglKqHZdaPadebFCJxg","2021-08-31T11:15:00.000Z",75.28,66.86,46,59.56,63.91,68.15,55.53,69.33,77.36,80.5,98.8,8,51.82,19.46,1630408500,43.27,69.03,85.12,14,75.28,7.4,51.54,66.34
"7TShdDLNmG81UZQhBOjR","2021-08-31T11:13:01.000Z",73.7,65.85,47,57.68,60.41,67.69,54.81,65.29,75.78,80.6,93.55,8,50.39,19.45,1630408381,44.44,68.04,78.61,12,73.7,7.1,52.08,64.73
"5uxOBPazXYL5Zbeg5pqX","2021-08-31T11:11:00.000Z",72.39,64.92,46,55.52,60.28,66.22,54.8,64.24,74.47,80.5,95.5,8,49.16,19.47,1630408260,44.17,66.81,76.3,10,72.39,7.2,52.08,62.6
"oeZ3l5DL3PDbXlOMdCQz","2021-08-31T11:09:00.000Z",71.41,64.44,46,56.29,55.59,65.7,52.08,62.03,73.49,80.5,95.5,8,47.69,19.49,1630408140,42.04,65.36,76.3,8,71.41,7.2,51.54,62.22
"q7F0bsnP8drRJdjLxXuv","2021-08-31T11:07:00.000Z",71.31,63.43,46,56.62,57.01,65.15,55.03,63.47,73.39,80.5,97.17,8,50.22,19.47,1630408020,44.21,65.63,77.46,6,71.31,7.5,52.08,60.98
"ZUVfy7dWg1hnqRHJnCqD","2021-08-31T11:05:01.000Z",72.04,64.13,47,55.98,58.06,66.17,55.05,64.07,74.12,80.5,97.17,8,51.02,19.48,1630407901,44.58,66.56,77.46,4,72.04,7.1,51.54,61.13
"JsaP4O8Uitf4OJlYb71V","2021-08-31T11:03:00.000Z",72,63.78,47,56.83,58.97,65.89,51.79,65.68,74.08,80.5,94.62,8,49.91,19.51,1630407780,40.98,65.85,80.29,2,72,7.1,51.54,61.06
"asIHbooZG2kGHzb5yr5R","2021-08-31T11:01:00.000Z",71.65,63.57,46,57,54.12,64.93,52.38,65.76,73.73,80.5,95.08,8,49.95,19.5,1630407660,42.9,65.36,80.29,"",71.65,7.2,52.62,60.93
"Gko96xKZIdToDLi0beYd","2021-08-31T10:59:00.000Z",72.01,64.11,46,55.63,56.75,66.16,52.92,63.5,74.09,80.5,95.08,7,49.33,19.47,1630407540,43.9,66.91,76.45,58,72.01,7.5,51.54,61.33
"RLkIa2b30dyoShmpFO9t","2021-08-31T10:57:00.000Z",72.12,64.12,46,55.38,55.05,66.46,52.36,63.43,74.2,80.5,89.84,7,50.21,19.49,1630407420,43.39,67.07,76.45,56,72.12,7.5,51,61.27
"fTPhcbSqaLdhzU8m3vZp","2021-08-31T10:55:01.000Z",71.23,63.53,47,55.53,55.79,65.75,50.92,62.4,73.31,80.5,88.3,7,49.77,19.46,1630407301,42.33,65.78,73.73,54,71.23,7.4,52.08,60.58
"PsbUFl2oD17iex4rmHF0","2021-08-31T10:53:00.000Z",70.54,62.63,47,54.62,59.4,65.26,52.04,61.99,72.62,80.4,95.29,7,47.13,19.56,1630407180,40.04,64.98,75.74,52,70.54,7.2,52.08,59.57
"MkrIlkpcbqo6TZ7Ds7IA","2021-08-31T10:51:01.000Z",70.76,62.49,47,54.36,53.52,65.41,52.84,62.63,72.84,80.5,95.29,7,47.48,19.53,1630407061,41.89,65.17,75.74,50,70.76,7.5,52.08,60.02
"Tno8uca50gVonkjNFCTQ","2021-08-31T10:49:00.000Z",71.32,63.2,46,55.31,58.6,65.79,52.59,63.04,73.4,80.5,91.03,7,51.77,19.52,1630406940,44.2,65.75,73.13,48,71.32,7.4,51.54,60.77
"pKbdLvsRQiSKwJGye6IR","2021-08-31T10:47:00.000Z",71.79,63.74,46,56.08,61.22,66.27,52.99,63.36,73.87,80.5,89.01,7,51.47,19.47,1630406820,43.9,66.15,74.1,46,71.79,7.5,51.54,61.59
"kgbTL1D46fVLvlV9YVYO","2021-08-31T10:45:01.000Z",73.15,65.3,47,57.1,51.07,67.18,54.01,65.03,75.23,80.5,104.16,7,50.7,19.49,1630406701,44.27,67.76,81.27,44,73.15,7.5,52.08,63.02
"fOl3nvT37Q0HPcwjdBN5","2021-08-31T10:43:00.000Z",72.66,64.9,46,56.39,57.19,66.53,53.41,64.44,74.74,80.5,104.16,7,51.59,19.51,1630406580,43.49,67.45,81.27,42,72.66,7,51.54,62.32
"K9dQgJFN0zH9aVMqvItW","2021-08-31T10:41:00.000Z",69.99,62.03,46,53.68,52.48,64.61,50.21,60.73,72.07,80.5,92.66,7,48.99,19.5,1630406460,39.86,64.68,74.33,40,69.99,7.1,51.54,59.71
"71qlvOlBf4QrSLvHLjyp","2021-08-31T10:39:00.000Z",69.68,61.78,46,52.84,55,64.56,48.91,60.58,71.76,80.5,85.92,7,46.75,19.52,1630406340,42.61,64.27,72.11,38,69.68,7.2,52.08,58.84
"uaCiMqZjygnFYVfLU4NX","2021-08-31T10:37:00.000Z",71.13,63.28,46,52.89,54.73,65.3,50.76,64.63,73.21,80.5,93.45,7,46.49,19.52,1630406220,42.82,64.89,79.56,36,71.13,7.1,51.54,60.39
"RiUoiU9Fi7BzgZ1lhWHN","2021-08-31T10:35:01.000Z",73.21,65.31,47,59.24,55.27,66.42,52.02,65.43,75.29,80.5,95.6,7,51.16,19.5,1630406101,42.8,66.14,79.56,34,73.21,7,51.54,66.43
"xSLEYrx8nKol2CD7BMVm","2021-08-31T10:33:00.000Z",72.96,65.13,47,59.35,59.21,66.46,51.82,63.34,75.04,80.4,95.6,7,51.47,19.61,1630405980,44.98,66.56,77.38,32,72.96,7.1,52.08,66.23
"4vkjHo6Qr8zD32TYS0gd","2021-08-31T10:31:00.000Z",72.85,64.76,46,55.74,51.24,66.3,53.01,65.08,74.93,80.4,100.78,7,50.1,19.58,1630405860,45,68.16,81.64,30,72.85,7.3,51.54,61.86
"fAX0dpwzOY1j65iQ5lpu","2021-08-31T10:29:00.000Z",72.14,63.81,46,56.03,54.34,65.57,52.16,64.31,74.22,80.3,100.78,7,49.77,19.65,1630405740,42.16,67.43,81.64,28,72.14,7.7,51.54,61.57
"CNUWYnWs8QA34naaD4w0","2021-08-31T10:27:00.000Z",69.79,61.99,46,54.13,57.67,64.51,51.52,61.36,71.86,80.5,88.32,7,46.27,19.51,1630405620,39.8,63.83,73.99,26,69.79,7.1,52.08,59.43
"Ygv9YuAKxeHC4Z7UiTLY","2021-08-31T10:25:01.000Z",72,64.89,47,56.08,54.4,65.5,53.72,64,74.08,80.4,94.45,7,47.78,19.56,1630405501,40.73,65.63,80.03,24,72,7.2,52.08,63.66
"Ahhuh2ps4F4nEj6xvCks","2021-08-31T10:23:00.000Z",74.23,68.63,47,58.15,56.2,67.73,54.32,64.57,76.31,80.5,97.04,7,49.9,19.52,1630405380,40.97,66.46,85.41,22,74.23,7.3,52.08,66.92
"myzfdPfyECLESZBfTjpX","2021-08-31T10:21:00.000Z",73.23,67.71,46,56.83,54.26,67.29,52.67,62.73,75.31,80.5,97.04,7,49.08,19.52,1630405260,41.69,65.69,85.41,20,73.23,7.2,52.08,65.36
"I91C16jZTKFLOiS4lQ4Q","2021-08-31T10:19:01.000Z",69.88,61.91,47,53.41,55.23,64.67,48.92,60.56,71.96,80.5,87.95,7,46.33,19.49,1630405141,40.68,64.72,73.4,18,69.88,7,51.54,59.03
"ZB2IK4CP1p02DdKGYYjc","2021-08-31T10:17:01.000Z",69.74,62.47,47,54.33,54.03,64.3,51.79,61.06,71.82,80.5,94.38,7,44.69,19.54,1630405021,37.49,63.61,77.72,16,69.74,7.7,52.08,59.72
"p6lRIWj5TdQSm4gbxCij","2021-08-31T10:15:00.000Z",71.54,64.45,46,57.85,53.64,65.46,53.6,63.08,73.62,80.5,94.38,7,47.5,19.53,1630404900,41.53,65.2,77.72,14,71.54,7.5,51.54,62.3
"uDlzRnPnLeXB6KLfXoPc","2021-08-31T10:13:00.000Z",71.78,64.36,46,57.65,58.72,65.42,55.17,63.82,73.86,80.3,95.95,7,48.66,19.74,1630404780,42.91,65.58,76.78,12,71.78,7.5,51.54,62.58
"owR8KNykfqnKLTYzJDld","2021-08-31T10:11:00.000Z",71.33,65.43,46,54.81,55.44,64.42,53.96,62.19,73.41,80.4,95.95,7,46.79,19.56,1630404660,39.94,64.38,79.59,10,71.33,7,51.54,63.64
"AUdLwrOHyH0lhYUjSApV","2021-08-31T10:09:01.000Z",71.62,65.65,47,55.11,52.04,65.57,49.03,61.16,73.69,80.5,93.38,7,46.48,19.55,1630404541,39.62,65.17,79.59,8,71.62,7.3,52.08,63.38
"qwEP6imQ0p9UQbqcUgbr","2021-08-31T10:07:00.000Z",70.97,63.88,47,54.04,53.08,65.77,49.12,61.31,73.05,80.5,90.1,7,46.55,19.54,1630404420,40.58,65.16,75.97,6,70.97,7,51.54,60.95
"OxeeGYthJdNDF8lfqOtl","2021-08-31T10:05:00.000Z",71.12,64.05,46,53.19,49.65,65.58,50.49,62.05,73.2,80.4,90.1,7,47.95,19.56,1630404300,41.37,65.42,75.97,4,71.12,7.2,51.54,61.14
"iqu0bgnCP4i4Z7Qca36c","2021-08-31T10:03:00.000Z",71.73,64.11,46,56,57.17,65.65,55.09,63.72,73.81,80.4,98.57,7,49.46,19.55,1630404180,41.4,66.07,78.44,2,71.73,7.2,51.54,61.55
"IkKfixftuUNn4GoxqBN9","2021-08-31T10:01:00.000Z",72.3,64.59,46,57.21,58.09,65.49,55.58,64.18,74.38,80.5,98.57,7,49.04,19.55,1630404060,42.98,66.58,78.44,"",72.3,7.6,52.08,63.85
"aQoQRUjuetHsVMGXFUXu","2021-08-31T09:59:00.000Z",71.3,63.64,46,55.59,54.67,64.77,51.87,62.54,73.38,80.4,89.75,6,47.02,19.6,1630403940,42.76,65.78,76.28,58,71.3,7.2,51.54,63.06
"IEZSFVFImF4iHBrJ0trN","2021-08-31T09:57:00.000Z",68.99,61.63,46,51.88,55.11,63.97,47.55,59.3,71.07,80.4,87.11,6,44.58,19.6,1630403820,37.69,63.31,72,56,68.99,7.5,51.54,58.69
"c4gcjUcY6oZh09lT6cSe","2021-08-31T09:55:00.000Z",71.23,63.62,46,56.47,50.17,64.78,51.57,61.89,73.31,80.4,94.93,6,47.05,19.57,1630403700,40.81,64.77,82.07,54,71.23,7.1,52.08,64.42
"addzPvLABxshAMH6XEqq","2021-08-31T09:53:00.000Z",71.76,64.23,46,57,52.58,65.21,52.81,62.76,73.84,80.4,94.93,6,47.76,19.64,1630403580,42.12,65.36,82.07,52,71.76,7.2,52.62,64.7
"CDgzPYG2m2vHr4OHSHIl","2021-08-31T09:51:01.000Z",70.5,63.44,47,54.55,47.02,64.81,50.01,60.97,72.58,80.4,91.57,6,48.79,19.55,1630403461,40.42,64.55,75.31,50,70.5,7.1,51.54,61.51
"J6PserJE6AYbAbmei9qk","2021-08-31T09:49:00.000Z",70.27,62.81,47,54.21,52.99,64.39,49.12,61.2,72.35,80.4,89.52,6,49.12,19.6,1630403340,41.44,64.67,75.31,48,70.27,7.2,52.08,61.16
"QE3RVoYwf7racsJbYSx6","2021-08-31T09:47:00.000Z",70.62,62.25,46,53.89,58.33,64.04,51.08,64.4,72.7,80.4,89.99,6,50.46,19.62,1630403220,41.32,65.05,76.79,46,70.62,7.4,52.08,59.47
"HL87Iv20rRor0k2jQpYq","2021-08-31T09:45:00.000Z",71.16,63.03,46,53.79,49.58,64.91,52.5,64.69,73.24,80.3,93.83,6,50.27,19.67,1630403100,38.66,65.3,76.79,44,71.16,7.1,52.08,60.37
"vgw7UYaVTCMBtGB89vCC","2021-08-31T09:43:01.000Z",71.37,64.1,47,53.98,54.11,65.61,52.62,62.94,73.45,80.3,93.83,6,47.1,19.67,1630402981,40.1,65.62,74.94,42,71.37,7.4,52.08,61.4
"GXi2cErblQCXGJdPOdCT","2021-08-31T09:41:00.000Z",71.07,64,46,53.59,56.29,65.23,52.23,62.28,73.15,80.3,90.36,6,46.41,19.66,1630402860,40.13,65.24,74.71,40,71.07,7.4,52.62,61.65
"gkePFwuioCfcZ680AdRU","2021-08-31T09:39:00.000Z",70.87,62.85,46,52.64,54.13,64.82,54.1,63.29,72.95,80.4,95.6,6,47.45,19.6,1630402740,40.29,65.45,77.3,38,70.87,6.9,51.54,60.43
"WkSYZjOsP2UpY221BgHC","2021-08-31T09:37:00.000Z",70.29,61.93,46,52.4,55.6,64.1,53.32,63.15,72.37,80.4,95.6,6,47.22,19.65,1630402620,40.52,65.17,77.3,36,70.29,7.1,52.08,58.83
"wOPLPyjYoHSP61NUmq6X","2021-08-31T09:35:00.000Z",69.31,61.53,46,52.02,53.79,63.31,50.15,61.38,71.39,80.4,90.49,6,44.87,19.62,1630402500,38.25,64.08,73.29,34,69.31,7.2,52.08,58.69
"gFT9OseafmNEOkRj04Q4","2021-08-31T09:33:01.000Z",69.4,61.92,47,52.51,52.92,63.63,49.86,60.96,71.48,80.4,87.75,6,45.14,19.61,1630402381,39.08,64.05,73.29,32,69.4,6.8,52.08,58.77
"ROqAqyA9t8bMEZ4lei1P","2021-08-31T09:31:01.000Z",69.03,61.79,47,52.12,52.44,63.8,49.2,60.01,71.11,80.4,85.93,6,45.63,19.61,1630402261,40.93,63.25,72.32,30,69.03,7.1,51.54,58.28
"TPonk8eZ7Piyp1d4x5mQ","2021-08-31T09:29:01.000Z",73.96,64.57,47,58.07,54.47,71.1,51.73,63.72,76.04,80.4,100.96,6,47.68,19.63,1630402141,40.38,65.75,88.43,28,73.96,7,51.54,63.37
"BfUFARcUsyub4am211nK","2021-08-31T09:27:00.000Z",75.59,68.09,46,58.83,50.93,71.86,53.47,65.29,77.67,80.4,100.96,6,48.19,19.63,1630402020,39.59,67.75,88.43,26,75.59,7,52.08,66.1
"lbN9AuEqcJUE2PKN5lcX","2021-08-31T09:25:00.000Z",73.12,67.14,46,55.46,56.84,66.83,52.31,63.59,75.2,80.3,96.53,6,49.01,19.65,1630401900,41.31,66.93,81.79,24,73.12,7.4,52.08,64.31
"VreAIzckdExq4U1k2z1h","2021-08-31T09:23:00.000Z",68.68,60.61,46,52.47,52.86,63.17,47.53,59.45,70.76,80.4,86.97,6,48.27,19.62,1630401780,40,63.66,72.09,22,68.68,7.6,52.08,58.11
"wOgcKr1zPEIOii2Dqres","2021-08-31T09:21:00.000Z",67.39,59.27,46,50.32,52.58,62.82,44.41,57.65,69.47,80.4,87.7,6,44.14,19.61,1630401660,36.86,61.8,70.87,20,67.39,7.5,52.08,56.64
"CaAYuIh8uRCKPJrEBGtq","2021-08-31T09:19:00.000Z",68.01,60.15,46,51.59,47.37,63.04,45.68,58.83,70.09,80.4,87.7,6,43.56,19.63,1630401540,37.85,62.58,71.49,18,68.01,6.9,52.62,56.93
"OwrDBlrcIRUvCGKKvoju","2021-08-31T09:17:00.000Z",68.19,60.05,46,55.35,47.65,62.91,45.17,58.16,70.27,80.3,85.43,6,44.82,19.65,1630401420,36.96,62.79,71.49,16,68.19,7.2,52.62,58.25
"lW3wgaOCGxBs8HsMlbTs","2021-08-31T09:15:01.000Z",69.63,61.47,47,57.12,51.83,64,47.74,59.94,71.71,80.4,85.47,6,47.76,19.62,1630401301,39.09,63.91,71.91,14,69.63,7.4,52.62,60.72
"QFjOntTlIlaaFc49vqE5","2021-08-31T09:13:01.000Z",69.83,62.26,47,55.05,51.18,64.27,48.7,60.28,71.91,80.3,86.89,6,47.23,19.69,1630401181,39.55,64.26,73.98,12,69.83,7.7,52.08,60.32
"BqFiKqufTSodWKPGZsMM","2021-08-31T09:11:00.000Z",69.52,61.48,46,55.35,52.48,62.94,52.24,61.53,71.6,80.4,99.1,6,43.62,19.63,1630401060,37.43,63.71,78.52,10,69.52,7.2,52.62,61.03
"SDV7BlAopvjXaaF1Ynqw","2021-08-31T09:09:00.000Z",69.89,62.04,46,55.38,49.5,63,52.82,62.25,71.97,80.4,99.1,6,44.58,19.63,1630400940,40.64,64.07,78.52,8,69.89,7.3,52.62,61.32
"0BojiBOdmTSjGae1oPGM","2021-08-31T09:07:00.000Z",68.78,61.49,46,51.07,52.1,62.72,50.1,60.68,70.85,80.3,84.8,6,45.03,19.68,1630400820,41.36,63.42,70.69,6,68.78,7.6,52.62,57.92
"xu2zcpEQTmfUFUSw4paz","2021-08-31T09:05:01.000Z",68.01,59.85,47,49.87,49.57,62.38,49.13,60.37,70.09,80.3,87.53,6,43.07,19.67,1630400701,38.77,62.85,73.47,4,68.01,7.4,52.62,56.04
"GOa9BmwpDv7kYww0OVoh","2021-08-31T09:03:00.000Z",69.82,61.49,47,51.06,53.81,64.31,52.61,62.44,71.89,80.3,95.18,6,44.68,19.66,1630400580,38.94,64.41,78.37,2,69.82,7.3,52.62,57.91
"s4pQOIjrxTChM47sIvGW","2021-08-31T09:01:00.000Z",69.58,61.75,46,51.38,52.17,63.96,52.53,62,71.66,80.3,95.18,6,45.42,19.68,1630400460,37.85,63.89,78.37,"",69.58,7.1,52.08,58.47
"NIn4YNGdPx25JrImsETl","2021-08-31T08:59:00.000Z",70.65,62.82,46,53.77,49.16,64.39,49.25,62.2,72.73,80.4,94.97,5,45.84,19.64,1630400340,36.64,65.96,80.26,58,70.65,7.1,52.08,59.9
"Er9u8zDnEt2d453FG1ay","2021-08-31T08:57:01.000Z",71.27,63.87,47,54.84,50.65,64.93,49.68,62.57,73.35,80.4,94.97,5,47.41,19.64,1630400221,39.51,66.18,80.26,56,71.27,7.1,52.08,61.57
"tFKrEKa3meNZlEevHCqi","2021-08-31T08:55:01.000Z",69.45,62.56,47,52.74,49.43,63.3,50.18,61.23,71.53,80.3,94,5,46.05,19.67,1630400101,39.02,63.23,74.66,54,69.45,7.3,52.08,60.39
"ZLFyfKuCRgGxHROQaCIX","2021-08-31T08:53:00.000Z",68.85,62.25,46,50.51,54.97,63.34,48.93,60.21,70.93,80.3,94,5,43.02,19.66,1630399980,34.81,62.8,76.11,52,68.85,7,52.08,58.28
"EPf1CW0IHZdkJHk0V6BN","2021-08-31T08:51:01.000Z",69.64,63.07,47,53.26,51.33,64.27,47.72,59.99,71.72,80.4,88.9,5,46,19.65,1630399861,39.43,63.56,76.11,50,69.64,7.1,51.54,59.57
"BptHNWZVVQBzMZrLhATw","2021-08-31T08:49:00.000Z",68.76,61.42,46,53.2,51.95,63.31,47.66,59.62,70.84,80.3,86.02,5,46.68,19.68,1630399740,39.76,63.01,71.62,48,68.76,7.4,52.62,58.79
"H75erYwSCdFuD244inPA","2021-08-31T08:47:00.000Z",66.74,58.95,46,49.86,47.11,61.44,45.4,57.16,68.82,80.3,87.95,5,44.25,19.7,1630399620,34.72,61.75,73.36,46,66.74,7.8,52.62,55.62
"pcQp6r4taQv3jipbeqcj","2021-08-31T08:45:01.000Z",68.59,60.85,47,51.52,48.22,62.5,48.94,60.63,70.67,80.3,90.71,5,44.36,19.66,1630399501,37.57,63.41,76.49,44,68.59,6.9,52.62,57.98
"vQwvN5QodR72HIQQmEyh","2021-08-31T08:43:00.000Z",68.22,60.69,47,51.16,44.09,62.06,48.47,60.38,70.3,80.3,90.71,5,43.8,19.68,1630399380,37.81,62.65,76.49,42,68.22,7.2,52.08,58.4
"DGXUFmMeYI0GwnYzn4Ie","2021-08-31T08:41:00.000Z",68.72,61.3,46,52.67,44.53,63.43,46.43,59.18,70.8,80.3,92.28,5,46.97,19.71,1630399260,36.91,62.75,76.08,40,68.72,6.7,52.08,59.57
"yRi4nSQXeFkbT3B8aHDg","2021-08-31T08:39:01.000Z",70.49,63.73,47,55.54,54.25,64.77,48.75,60.74,72.57,80.3,92.28,5,48.08,19.7,1630399141,40.86,64.23,76.08,38,70.49,6.9,51.54,61.75
"MKqaOxfBcUNREHy5eiff","2021-08-31T08:37:01.000Z",70.6,63.76,47,55.6,53.9,64.44,52.21,61.92,72.68,80.3,94.15,5,48.82,19.67,1630399021,41.85,64.59,77.78,36,70.6,7.5,52.62,61.09
"22PLMVh8fcB3Isg24Cxc","2021-08-31T08:35:00.000Z",69.12,61.51,46,54.36,54.84,63.41,51.58,60.76,71.2,80.3,94.15,5,48.25,19.68,1630398900,40.05,63.27,77.78,34,69.12,6.9,52.08,58.74
"2seUqOlOxRnkXlPOmvZ8","2021-08-31T08:33:00.000Z",66.67,59.29,46,52.12,43,61.6,45.65,56.8,68.74,80.2,85.47,5,43.82,19.79,1630398780,37.47,60.58,71.45,32,66.67,7.4,52.62,56.96
"oNl1QV001UwbfeVHxSN4","2021-08-31T08:31:00.000Z",64.96,57.73,46,47.88,45.93,60.16,43.08,55.11,67.04,80.3,85.47,5,42.99,19.7,1630398660,36.25,59.03,71.45,30,64.96,7.3,52.08,54.36
"iE3LAGAoieqvB0510nqV","2021-08-31T08:29:01.000Z",65.6,58.07,47,48.63,43.83,60.68,43.72,55.92,67.68,80.3,84.72,5,43.41,19.7,1630398541,36.73,59.99,71.37,28,65.6,7.3,52.62,54.91
"dW56FB5fs25xcu9CTBre","2021-08-31T08:27:01.000Z",67.17,59.89,47,50.3,49.55,61.55,45.9,58.12,69.25,80.3,85.89,5,43.24,19.7,1630398421,36.34,61.71,73.4,26,67.17,7.2,52.08,57
"s4hvKB7ijQ0CY6sGra1S","2021-08-31T08:25:00.000Z",68.04,60.78,46,52.09,44.35,62.28,47.01,58.93,70.12,80.3,85.89,5,45.62,19.69,1630398300,36.24,62.44,73.4,24,68.04,7.3,52.62,58.41
"HD1tcuyNS86yKHjmlfVW","2021-08-31T08:23:00.000Z",69.03,61.44,46,53.29,56.86,64.23,45.89,58.37,71.1,80.3,88.32,5,45.79,19.66,1630398180,34.52,63.11,73.47,22,69.03,7.7,52.08,59.64
"QrNHWPNApicpFYKvREte","2021-08-31T08:21:00.000Z",68.8,61.13,46,52.14,50.12,64.05,47.25,58.68,70.88,80.2,88.32,5,43.42,19.82,1630398060,37.5,62.91,73.47,20,68.8,7.1,52.08,59.05
"2FPohj668tIs01WTnSP8","2021-08-31T08:19:00.000Z",68.96,60.53,46,51.69,45.1,63.1,51.15,61.32,71.04,80.3,88.73,5,44.32,19.72,1630397940,38.47,63.78,75.79,18,68.96,7,52.62,58.12
"RM7icxpTcgLrYmPtumCz","2021-08-31T08:17:00.000Z",68.37,59.73,47,52.65,50.57,62.52,50.21,60.47,70.45,80.3,88.73,5,46.11,19.75,1630397820,36.41,63.15,75.79,16,68.37,7.5,52.62,58.01
"1WSDXqpRBeoXYC9BeTgv","2021-08-31T08:15:00.000Z",66.7,58.95,46,50.98,46.61,61.97,44.52,56.28,68.78,80.3,85.87,5,45.38,19.7,1630397700,35.71,60.97,71.64,14,66.7,7.1,52.08,56.52
"cHP7vt69RE5hraSiim0r","2021-08-31T08:13:00.000Z",68.69,61.19,46,51.24,41.1,63.32,48.04,58.48,70.77,80.3,88.97,5,43.9,19.72,1630397580,37.14,62.94,74.91,12,68.69,7,52.62,60.15
"W9bs4rpqu2srUg3F3MIm","2021-08-31T08:11:01.000Z",69.1,61.51,47,51.51,49.39,63.43,49.06,59.59,71.18,80.3,89.17,5,45.08,19.71,1630397461,38.64,63.43,74.91,10,69.1,7,52.08,60.52
